Peak_Chr	Peak_Start	Peak_End	Feature_Chr	Feature_RegulatoryRegion_Begin	Feature_RegulatoryRegion_End	Feature_Name	FeatureOverlapToPeak
chr7	118226255	118227149	chr7	118225798	118231544	Eif4g2	894
chr7	118265585	118266503	chr7	118265396	118271189	1700012D14Rik	918
chr7	120512866	120513744	chr7	120512212	120517853	Btbd10	878
chr7	120656921	120657475	chr7	120652375	120657875	Far1	554
chr7	121260273	121260761	chr7	121260409	121266295	Rras2	352
chr7	123236450	123237051	chr7	123231893	123237393	1110004F10Rik	601
chr7	123236450	123237051	chr7	123236075	123241663	1700003G18Rik	601
chr7	125259407	125259896	chr7	125259149	125264661	Rps15a	489
chr7	125272374	125273588	chr7	125272482	125278139	Arl6ip1	1106
chr7	125855799	125856359	chr7	125851124	125856624	6330503K22Rik	560
chr7	125998204	125999854	chr7	125994288	125999788	Iqck	1584
chr7	125998204	125999854	chr7	125998401	126004127	2310008H09Rik	1453
chr7	125998204	125999854	chr7	125998636	126004512	2310008H09Rik	1218
chr7	126936983	126937769	chr7	126932643	126938143	2610020H08Rik	786
chr7	126936983	126937769	chr7	126932700	126938200	2610020H08Rik	786
chr7	126936983	126937769	chr7	126936931	126942572	Eri2	786
chr7	128060988	128061381	chr7	128056257	128061757	Polr3e	393
chr7	128125193	128125459	chr7	128124990	128130826	Cdr2	266
chr7	128125767	128126116	chr7	128124990	128130826	Cdr2	349
chr7	129210681	129211167	chr7	129205711	129211211	Ubfd1	486
chr7	129210681	129211167	chr7	129209918	129215577	Ears2	486
chr7	129245312	129245702	chr7	129244668	129250362	Ndufab1	390
chr7	130113014	130113434	chr7	130109077	130114577	Rbbp6	420
chr7	130267029	130267830	chr7	130262398	130267898	Tnrc6a	801
chr7	130512439	130512870	chr7	130512767	130518429	Arhgap17	103
chr7	132587870	132588786	chr7	132583189	132588689	Jmjd5	819
chr7	132634568	132635305	chr7	132634426	132640056	Nsmce1	737
chr7	132746435	132747227	chr7	132741942	132747442	Il21r	792
chr7	132851080	132851571	chr7	132846389	132851889	D430042O09Rik	491
chr7	132851080	132851571	chr7	132850470	132856202	Gtf3c1	491
chr7	133343800	133344283	chr7	133342912	133348922	Xpo6	483
chr7	133512942	133513595	chr7	133512161	133518048	Lat	653
chr7	133543117	133543460	chr7	133539369	133545251	Nfatc2ip	343
chr7	133559631	133560555	chr7	133557762	133563384	Cd19	924
chr7	133618462	133619324	chr7	133617632	133623644	Sh2b1	862
chr7	133630386	133630937	chr7	133625868	133631368	Tufm	551
chr7	133646515	133647400	chr7	133645913	133651816	Atxn2l	885
chr7	133709683	133710234	chr7	133709361	133714880	Eif3c	551
chr7	133727729	133728389	chr7	133727187	133732794	Cln3	660
chr7	133727729	133728389	chr7	133723521	133729021	Apob48r	660
chr7	133727729	133728389	chr7	133726013	133731750	Cln3	660
chr7	133838981	133839736	chr7	133834513	133840013	Bola2	755
chr7	133838981	133839736	chr7	133838438	133844297	Giyd2	755
chr7	133918069	133918323	chr7	133915488	133920988	Ypel3	254
chr7	133920126	133920602	chr7	133915488	133920988	Ypel3	476
chr7	133920126	133920602	chr7	133919996	133925496	Tbx6	476
chr7	133935886	133936371	chr7	133935436	133940985	Ppp4c	485
chr7	133942745	133943539	chr7	133942058	133947692	Aldoa	794
chr7	133942745	133943539	chr7	133942058	133947768	Aldoa	794
chr7	133942745	133943539	chr7	133943301	133948961	Aldoa	238
chr7	133947383	133947676	chr7	133942058	133947692	Aldoa	293
chr7	133947383	133947676	chr7	133942058	133947768	Aldoa	293
chr7	133947383	133947676	chr7	133943301	133948961	Aldoa	293
chr7	134005354	134005965	chr7	134000485	134005985	Hirip3	611
chr7	134005354	134005965	chr7	134004253	134009977	Ino80e	611
chr7	134072098	134072407	chr7	134067392	134072892	Kctd13	309
chr7	134168769	134169100	chr7	134164018	134169725	Prrt2	331
chr7	134170771	134171233	chr7	134169241	134174993	Maz	462
chr7	134234376	134235268	chr7	134229949	134235449	AI467606	892
chr7	134280855	134281101	chr7	134280760	134286331	Spn	246
chr7	134352302	134352925	chr7	134350121	134355621	Mylpf	623
chr7	134352302	134352925	chr7	134350463	134356982	Tbc1d10b	623
chr7	134354602	134354909	chr7	134350121	134355621	Mylpf	307
chr7	134354602	134354909	chr7	134350463	134356982	Tbc1d10b	307
chr7	134375769	134376271	chr7	134371956	134377456	Zfp553	502
chr7	134375769	134376271	chr7	134375431	134381644	Gm4532	502
chr7	134519523	134519890	chr7	134518656	134524564	Zfp747	367
chr7	134565406	134566160	chr7	134564822	134570548	Zfp688	754
chr7	134623954	134624271	chr7	134623734	134629234	Fbrs	317
chr7	134655139	134655906	chr7	134653451	134661383	1700008J07Rik	767
chr7	134731404	134732366	chr7	134727211	134732711	Rnf40	962
chr7	134731404	134732366	chr7	134730890	134737109	Gm166	962
chr7	134851401	134851929	chr7	134847000	134852500	Mir762	528
chr7	134851401	134851929	chr7	134851249	134856749	Ctf1	528
chr7	134851401	134851929	chr7	134851449	134857280	Bcl7c	480
chr7	134854967	134855292	chr7	134851249	134856749	Ctf1	325
chr7	134854967	134855292	chr7	134851449	134857280	Bcl7c	325
chr7	134888342	134889276	chr7	134885288	134890788	Fbxl19	934
chr7	134920021	134920828	chr7	134915902	134921402	Setd1a	807
chr7	135047395	135047967	chr7	135042586	135048086	Bckdk	572
chr7	135110884	135111438	chr7	135105992	135111492	Fus	554
chr7	135566060	135566402	chr7	135561079	135566686	Rgs10	342
chr7	135604983	135605516	chr7	135604138	135610027	Tial1	533
chr7	135883869	135884153	chr7	135883383	135888883	Sec23ip	284
chr7	135883869	135884153	chr7	135883146	135888943	1110007A13Rik	284
chr7	138505841	138506781	chr7	138505521	138511212	2310057M21Rik	940
chr7	138514450	138515000	chr7	138509659	138515159	Pstk	550
chr7	138553777	138554330	chr7	138549114	138554614	Acadsb	553
chr7	138553777	138554330	chr7	138553400	138558992	Ikzf5	553
chr7	140005342	140006108	chr7	140004248	140009879	Fam53b	766
chr7	140044173	140044942	chr7	140043681	140049330	Mettl10	769
chr7	140824199	140824590	chr7	140824357	140829857	2700050L05Rik	233
chr7	140828436	140829469	chr7	140824357	140829857	2700050L05Rik	1033
chr7	140875965	140876701	chr7	140871067	140876744	Mmp21	736
chr7	142846787	142847070	chr7	142842972	142848997	5830432E09Rik	283
chr7	146037778	146038106	chr7	146033068	146038568	Ppp2r2d	328
chr7	146037778	146038106	chr7	146037139	146042950	Mapk1ip1	328
chr7	146101141	146101790	chr7	146100545	146106189	Bnip3	649
chr7	146398768	146399479	chr7	146393886	146399386	Lrrc27	618
chr7	146398768	146399479	chr7	146394173	146399673	Lrrc27	711
chr7	146398768	146399479	chr7	146398610	146404206	Stk32c	711
chr7	146434108	146434427	chr7	146429380	146434880	Pwwp2b	319
chr7	147221784	147222881	chr7	147217289	147222789	Zfp511	1005
chr7	147221784	147222881	chr7	147221494	147227249	Tubgcp2	1097
chr7	147302211	147302782	chr7	147301705	147307322	Echs1	571
chr7	147307382	147307787	chr7	147306583	147312083	Paox	405
chr7	147318221	147318470	chr7	147318462	147323962	Mtg1	8
chr7	147319986	147320308	chr7	147318462	147323962	Mtg1	322
chr7	147323365	147324174	chr7	147318462	147323962	Mtg1	597
chr7	148030779	148031074	chr7	148026463	148031963	Scgb1c1	295
chr7	148030779	148031074	chr7	148028814	148034314	Odf3	295
chr7	148041665	148041931	chr7	148038295	148043795	Ric8	266
chr7	148041665	148041931	chr7	148041619	148047282	Bet1l	266
chr7	148043095	148043678	chr7	148038295	148043795	Ric8	583
chr7	148043095	148043678	chr7	148041619	148047282	Bet1l	583
chr7	148043973	148044520	chr7	148041619	148047282	Bet1l	547
chr7	148045963	148046286	chr7	148041619	148047282	Bet1l	323
chr7	148063342	148063617	chr7	148063292	148068792	Psmd13	275
chr7	148065284	148065622	chr7	148063292	148068792	Psmd13	338
chr7	148068070	148068422	chr7	148063292	148068792	Psmd13	352
chr7	148068070	148068422	chr7	148067161	148072768	Sirt3	352
chr7	148068070	148068422	chr7	148067556	148073208	Sirt3	352
chr7	148107143	148107496	chr7	148101800	148107300	Nlrp6	157
chr7	148127249	148127859	chr7	148122479	148127979	Athl1	610
chr7	148244962	148245211	chr7	148242172	148247672	B4galnt4	249
chr7	148375069	148375396	chr7	148375028	148380528	Lrrc56	327
chr7	148379870	148380282	chr7	148375028	148380528	Lrrc56	412
chr7	148379870	148380282	chr7	148376041	148381541	Lrrc56	412
chr7	148379870	148380282	chr7	148379238	148384903	Hras1	412
chr7	148402194	148402597	chr7	148396758	148402258	Rassf7	64
chr7	148402194	148402597	chr7	148399272	148404979	1600016N20Rik	403
chr7	148414221	148414871	chr7	148409686	148415186	Phrf1	650
chr7	148454743	148455105	chr7	148451788	148457300	Irf7	362
chr7	148513271	148513667	chr7	148509028	148514528	Tmem80	396
chr7	148513271	148513667	chr7	148512677	148518624	Deaf1	396
chr7	148513967	148514292	chr7	148509028	148514528	Tmem80	325
chr7	148513967	148514292	chr7	148512677	148518624	Deaf1	325
chr7	148641033	148641449	chr7	148636086	148641586	Pnpla2	416
chr7	148651458	148651770	chr7	148648260	148653760	Cd151	312
chr7	148651458	148651770	chr7	148649687	148655187	Cd151	312
chr7	148653496	148653870	chr7	148648260	148653760	Cd151	264
chr7	148653496	148653870	chr7	148649687	148655187	Cd151	374
chr7	148656494	148656817	chr7	148656138	148661638	Tspan4	323
chr7	148661183	148661476	chr7	148656138	148661638	Tspan4	293
chr7	148661183	148661476	chr7	148660426	148666052	Polr2l	293
chr7	148663867	148664481	chr7	148660426	148666052	Polr2l	614
chr7	148726565	148726768	chr7	148725171	148730756	Chid1	203
chr7	148744151	148744598	chr7	148743078	148748578	Ap2a2	447
chr7	149021724	149022098	chr7	149019976	149025476	Muc5b	374
chr7	149361079	149361292	chr7	149361035	149366910	Krtap5-2	213
chr7	149718910	149719733	chr7	149714021	149719521	Mrpl23	611
chr7	150190452	150192111	chr7	150185950	150191450	Tspan32	998
chr7	150190452	150192111	chr7	150186563	150192063	Tspan32	1611
chr7	150243735	150243996	chr7	150238441	150244273	R74862	261
chr7	150252728	150253187	chr7	150250272	150255772	Tssc4	459
chr7	150254768	150255723	chr7	150250272	150255772	Tssc4	955
chr7	150733989	150734609	chr7	150734446	150739995	Nap1l4	163
chr7	150785749	150786182	chr7	150785386	150790947	Cars	433
chr7	150813645	150814278	chr7	150813202	150818750	Tnfrsf26	633
chr7	150838852	150839137	chr7	150834931	150840543	Tnfrsf22	285
chr7	150970958	150971224	chr7	150969595	150975405	Mrgpre	266
chr7	151768180	151768555	chr7	151767508	151773341	Fadd	375
chr8	3279454	3279892	chr8	3278528	3284617	Insr	438
chr8	3353437	3353805	chr8	3348414	3353914	A430078G23Rik	368
chr8	3392239	3392578	chr8	3388007	3393507	Arhgef18	339
chr8	3511399	3511809	chr8	3510383	3515883	Pnpla6	410
chr8	3621219	3621753	chr8	3616550	3622050	2900053A13Rik	534
chr8	3621219	3621753	chr8	3620727	3626296	Xab2	534
chr8	3676126	3676632	chr8	3671476	3676976	Trappc5	506
chr8	4252844	4253241	chr8	4248101	4253601	Snapc2	397
chr8	4325054	4325842	chr8	4320209	4325709	Ccl25	655
chr8	4325054	4325842	chr8	4324385	4330100	Elavl1	788
chr8	4492778	4493618	chr8	4488404	4493904	Lass4	840
chr8	9975906	9976629	chr8	9972716	9978216	Abhd13	723
chr8	9975906	9976629	chr8	9975530	9981323	Lig4	723
chr8	10004792	10005438	chr8	10001632	10007132	Tnfsf13b	646
chr8	11497331	11497807	chr8	11492505	11498005	Carkd	476
chr8	11497331	11497807	chr8	11492567	11498067	Carkd	476
chr8	11555007	11556670	chr8	11551065	11556565	Ing1	1558
chr8	11555007	11556670	chr8	11549998	11555771	Cars2	764
chr8	11635689	11636911	chr8	11634310	11640036	Ankrd10	1222
chr8	11635689	11636911	chr8	11634910	11640754	Ankrd10	1222
chr8	11758156	11758470	chr8	11753329	11758829	Arhgef7	314
chr8	12672118	12672453	chr8	12671454	12677100	Tubgcp3	335
chr8	13037531	13037945	chr8	13032307	13037807	F10	276
chr8	13159081	13159336	chr8	13154134	13159634	Lamp1	255
chr8	13335508	13335869	chr8	13334673	13340173	Tfdp1	361
chr8	13677311	13677936	chr8	13676892	13682587	Rasa3	625
chr8	13703837	13704167	chr8	13700888	13706388	4932443I19Rik	330
chr8	14090079	14091034	chr8	14090874	14096374	Dlgap2	160
chr8	14090079	14091034	chr8	14089740	14095327	Erich1	955
chr8	19892858	19893401	chr8	19892401	19898010	6820431F20Rik	543
chr8	20020230	20020599	chr8	20019669	20025278	6820431F20Rik	369
chr8	20020230	20020599	chr8	20019669	20025392	2610005L07Rik	369
chr8	23170918	23171393	chr8	23169943	23175546	Atp7b	475
chr8	23170918	23171393	chr8	23166191	23171691	Alg11	475
chr8	23348730	23348982	chr8	23343971	23349471	Thsd1	252
chr8	23918354	23919491	chr8	23915485	23921126	Ap3m2	1137
chr8	23918354	23919491	chr8	23915547	23921126	Ap3m2	1137
chr8	24347489	24348504	chr8	24347441	24353140	Gins4	1015
chr8	24367445	24368102	chr8	24366645	24372552	Golga7	657
chr8	24367445	24368102	chr8	24366991	24372552	Golga7	657
chr8	26311093	26311804	chr8	26311093	26316921	Tacc1	711
chr8	26707360	26708258	chr8	26707091	26712959	Letm2	898
chr8	26707360	26708258	chr8	26707777	26713277	Whsc1l1	481
chr8	26711766	26712714	chr8	26707091	26712959	Letm2	948
chr8	26711766	26712714	chr8	26707777	26713277	Whsc1l1	948
chr8	26864470	26865394	chr8	26864157	26869752	Ddhd2	924
chr8	26958869	26959634	chr8	26955094	26960594	Kcnu1	765
chr8	26958869	26959634	chr8	26957550	26963142	Ash2l	765
chr8	27087044	27087570	chr8	27086496	27092216	Hgsnat	526
chr8	27125366	27126076	chr8	27125352	27131073	Fnta	710
chr8	27231680	27232018	chr8	27228929	27234696	Hook3	338
chr8	27264361	27265331	chr8	27263640	27269140	Thap1	970
chr8	28133743	28134471	chr8	28129330	28134830	Erlin2	728
chr8	28239102	28239583	chr8	28238392	28244104	Brf2	481
chr8	32259777	32260966	chr8	32255787	32261287	BC019943	1189
chr8	32280602	32281000	chr8	32278636	32284196	Mak16	398
chr8	34842200	34843739	chr8	34837385	34842885	Gtf2e2	685
chr8	34842200	34843739	chr8	34837538	34843038	Gtf2e2	838
chr8	34842200	34843739	chr8	34837810	34843310	Gtf2e2	1110
chr8	35212159	35212884	chr8	35209238	35214793	Leprotl1	725
chr8	35212159	35212884	chr8	35212616	35218116	Tmem66	268
chr8	35217377	35218263	chr8	35212616	35218116	Tmem66	739
chr8	36028646	36029411	chr8	36027567	36033744	Tnks	765
chr8	37310827	37311659	chr8	37311120	37317570	Lonrf1	539
chr8	41596134	41596771	chr8	41592136	41597636	Vps37a	637
chr8	41596134	41596771	chr8	41594868	41601658	Cnot7	637
chr8	42324421	42325270	chr8	42320112	42325612	Pcm1	849
chr8	42459927	42460757	chr8	42459363	42465051	Asah1	830
chr8	42502335	42502761	chr8	42501753	42507472	Frg1	426
chr8	47060561	47061503	chr8	47055892	47061392	Ufsp2	831
chr8	47060561	47061503	chr8	47058357	47065606	1700029J07Rik	942
chr8	47296171	47296588	chr8	47295665	47301363	Slc25a4	417
chr8	47555927	47556188	chr8	47551395	47556895	Acsl1	261
chr8	47632157	47632942	chr8	47632422	47637922	Mlf1ip	520
chr8	47636841	47637393	chr8	47632422	47637922	Mlf1ip	552
chr8	47701905	47702943	chr8	47697802	47703302	Casp3	1038
chr8	47701905	47702943	chr8	47701987	47707554	Ccdc111	956
chr8	48799141	48800380	chr8	48798373	48804285	Cdkn2aip	1239
chr8	49195020	49195616	chr8	49190311	49195811	Dctd	596
chr8	49195020	49195616	chr8	49190366	49195866	Dctd	596
chr8	55162733	55162966	chr8	55157885	55163385	Vegfc	233
chr8	59965229	59965626	chr8	59965548	59971657	Sap30	78
chr8	59966353	59966952	chr8	59965548	59971657	Sap30	599
chr8	62982967	62983298	chr8	62979920	62985420	Aadat	331
chr8	63110329	63112078	chr8	63106656	63112156	Mfap3l	1749
chr8	63369148	63369476	chr8	63364247	63369747	2700029M09Rik	328
chr8	67213555	67214338	chr8	67211804	67217375	Sc4mol	783
chr8	67470848	67471564	chr8	67466083	67471583	Tmem192	716
chr8	69383983	69384320	chr8	69379115	69384615	Naf1	337
chr8	70047055	70047352	chr8	70042752	70048252	Nat3	297
chr8	71317638	71318019	chr8	71312852	71318352	Ints10	381
chr8	71794596	71795351	chr8	71789978	71795478	D130040H23Rik	755
chr8	72149054	72149794	chr8	72148475	72154074	Zfp868	740
chr8	72149054	72149794	chr8	72148833	72154447	Zfp868	740
chr8	72240176	72241231	chr8	72239682	72245385	Zfp869	1055
chr8	72240176	72241231	chr8	72240166	72245801	Zfp869	1055
chr8	72243869	72244189	chr8	72239682	72245385	Zfp869	320
chr8	72243869	72244189	chr8	72240166	72245801	Zfp869	320
chr8	72314652	72315254	chr8	72310061	72315561	Atp13a1	602
chr8	72333016	72333328	chr8	72327585	72333085	Gmip	69
chr8	72356576	72357137	chr8	72351602	72357102	Pbx4	526
chr8	72425217	72425754	chr8	72421113	72426613	Tssk6	537
chr8	72425217	72425754	chr8	72425279	72431457	Ndufa13	475
chr8	72520204	72520737	chr8	72519341	72525278	Gatad2a	533
chr8	72525140	72525793	chr8	72519341	72525278	Gatad2a	138
chr8	72566438	72566941	chr8	72565790	72571633	9130404D08Rik	503
chr8	72566438	72566941	chr8	72561711	72567211	Sugp1	503
chr8	72646741	72647049	chr8	72644126	72649743	Ncan	308
chr8	72655537	72655827	chr8	72650231	72655731	Nr2c2ap	194
chr8	72736399	72737427	chr8	72735626	72741180	Slc25a42	1028
chr8	72761764	72762163	chr8	72757508	72763321	Armc6	399
chr8	72826202	72826864	chr8	72821683	72827183	Cope	662
chr8	72826202	72826864	chr8	72825721	72831351	Ddx49	662
chr8	73012317	73012559	chr8	73010566	73016257	Tmem59l	242
chr8	73012317	73012559	chr8	73012054	73017554	Crlf1	242
chr8	73036236	73036570	chr8	73033736	73039266	Uba52	334
chr8	73063150	73063471	chr8	73058573	73064073	Ell	321
chr8	73134944	73136237	chr8	73131523	73137213	Ssbp4	1293
chr8	73134944	73136237	chr8	73135742	73141242	Lrrc25	495
chr8	73138985	73139293	chr8	73135742	73141242	Lrrc25	308
chr8	73159100	73159920	chr8	73154731	73160534	Gdf15	820
chr8	73196971	73197779	chr8	73192129	73197629	Lsm4	658
chr8	73219222	73219816	chr8	73216637	73222137	Jund	594
chr8	73237455	73237715	chr8	73237441	73242941	Gm3336	260
chr8	73278116	73278638	chr8	73273577	73279077	Rab3a	522
chr8	73284837	73285514	chr8	73284118	73289820	Mpv17l2	677
chr8	73299943	73301429	chr8	73295760	73301260	2010320M18Rik	1317
chr8	73299943	73301429	chr8	73300005	73305611	Pik3r2	1424
chr8	73330422	73330809	chr8	73327347	73332847	Il12rb1	387
chr8	73363259	73363997	chr8	73362526	73368619	Arrdc2	738
chr8	73365098	73365398	chr8	73362526	73368619	Arrdc2	300
chr8	73397347	73397902	chr8	73396857	73402389	Ccdc124	555
chr8	73420997	73421741	chr8	73419157	73424755	Snora68	744
chr8	73420997	73421741	chr8	73420757	73426311	Gm15427	744
chr8	73420997	73421741	chr8	73420757	73426342	Rpl18a	744
chr8	73420997	73421741	chr8	73415703	73421656	Slc5a5	659
chr8	73796267	73796679	chr8	73795682	73801489	Haus8	412
chr8	73796267	73796679	chr8	73791612	73797112	Myo9b	412
chr8	73798467	73798745	chr8	73795682	73801489	Haus8	278
chr8	73889837	73890201	chr8	73885746	73891246	Use1	364
chr8	73889837	73890201	chr8	73886115	73891615	Use1	364
chr8	73889837	73890201	chr8	73890196	73895696	Ocel1	5
chr8	73895162	73895800	chr8	73890196	73895696	Ocel1	534
chr8	73920419	73920893	chr8	73915753	73921253	5430437P03Rik	474
chr8	73920419	73920893	chr8	73919112	73924700	Ushbp1	474
chr8	74009114	74009341	chr8	74007001	74012501	Gtpbp3	227
chr8	74009114	74009341	chr8	74009152	74014966	Ano8	189
chr8	74012239	74012780	chr8	74007001	74012501	Gtpbp3	262
chr8	74012239	74012780	chr8	74009152	74014966	Ano8	541
chr8	74094465	74094765	chr8	74089652	74095548	Nxnl1	300
chr8	74110872	74111197	chr8	74111082	74116582	Pgls	115
chr8	74115171	74116183	chr8	74111082	74116582	Pgls	1012
chr8	74134668	74135130	chr8	74129922	74135422	Glt25d1	462
chr8	74657391	74657769	chr8	74654190	74659690	Tpm4	378
chr8	74684071	74685149	chr8	74680098	74685598	Rab8a	1078
chr8	74739803	74740117	chr8	74736142	74741736	Cib3	314
chr8	74739803	74740117	chr8	74738628	74744128	Fam32a	314
chr8	74841518	74841874	chr8	74837960	74843460	Klf2	356
chr8	74842703	74843165	chr8	74837960	74843460	Klf2	462
chr8	74967534	74967994	chr8	74962778	74968278	1700030K09Rik	460
chr8	74967534	74967994	chr8	74966991	74972677	Calr3	460
chr8	74998785	74999315	chr8	74998456	75004132	Cherp	530
chr8	75016410	75017304	chr8	75015564	75021513	Slc35e1	894
chr8	75285967	75286764	chr8	75280778	75286278	F2rl3	311
chr8	77557248	77558149	chr8	77552584	77558084	Tom1	836
chr8	81818258	81819059	chr8	81818312	81823855	Mmaa	747
chr8	82160033	82160431	chr8	82158574	82164074	Otud4	398
chr8	83016703	83017452	chr8	83012943	83018443	Gypa	749
chr8	83130886	83131396	chr8	83129937	83135437	Frem3	510
chr8	83266793	83267102	chr8	83262321	83268358	Smarca5	309
chr8	85855449	85855983	chr8	85855748	85861385	Elmod2	235
chr8	85855449	85855983	chr8	85855753	85861385	Elmod2	230
chr8	85856379	85857067	chr8	85855748	85861385	Elmod2	688
chr8	85856379	85857067	chr8	85855753	85861385	Elmod2	688
chr8	86090488	86091422	chr8	86085656	86091156	Ndufb7	668
chr8	86118048	86119016	chr8	86117738	86123390	Tecr	968
chr8	86131478	86132329	chr8	86127073	86132573	Dnajb1	851
chr8	86266192	86266507	chr8	86264505	86270210	Cd97	315
chr8	86479206	86479864	chr8	86474592	86480092	Asf1b	658
